__v,_id,createdAt,difficulty,marks,question,subject,topic,updatedAt
0,62474a9f27c89002502f06fc,2022-04-01T18:55:27.368Z,Hard,4,hard_11_4_marks,Physics,Waves,2022-04-01T18:55:27.368Z
0,62474a9f27c89002502f06fe,2022-04-01T18:55:27.370Z,Hard,4,hard_12_4_marks,Physics,Waves,2022-04-01T18:55:27.370Z
0,62474a9f27c89002502f0700,2022-04-01T18:55:27.373Z,Hard,4,hard_13_4_marks,Physics,Waves,2022-04-01T18:55:27.373Z
0,62474a9f27c89002502f0702,2022-04-01T18:55:27.375Z,Hard,4,hard_14_4_marks,Physics,Waves,2022-04-01T18:55:27.375Z
0,62474a9f27c89002502f0704,2022-04-01T18:55:27.377Z,Hard,4,hard_15_4_marks,Physics,Waves,2022-04-01T18:55:27.377Z
0,62474a9f27c89002502f0706,2022-04-01T18:55:27.379Z,Hard,4,hard_16_4_marks,Physics,Waves,2022-04-01T18:55:27.379Z
0,62474a9f27c89002502f0708,2022-04-01T18:55:27.383Z,Hard,4,hard_17_4_marks,Physics,Waves,2022-04-01T18:55:27.383Z
0,62474a9f27c89002502f070a,2022-04-01T18:55:27.387Z,Hard,4,hard_18_4_marks,Physics,Waves,2022-04-01T18:55:27.387Z
0,62474a9f27c89002502f070c,2022-04-01T18:55:27.389Z,Hard,4,hard_19_4_marks,Physics,Waves,2022-04-01T18:55:27.389Z
0,62474a9f27c89002502f070e,2022-04-01T18:55:27.391Z,Hard,4,hard_20_4_marks,Physics,Waves,2022-04-01T18:55:27.391Z
0,62474a9f27c89002502f0710,2022-04-01T18:55:27.393Z,Hard,4,hard_21_4_marks,Physics,Waves,2022-04-01T18:55:27.393Z
0,62474a9f27c89002502f0712,2022-04-01T18:55:27.395Z,Hard,4,hard_22_4_marks,Physics,Waves,2022-04-01T18:55:27.395Z
0,62474a9f27c89002502f0714,2022-04-01T18:55:27.399Z,Hard,4,hard_23_4_marks,Physics,Waves,2022-04-01T18:55:27.399Z
0,62474a9f27c89002502f0716,2022-04-01T18:55:27.401Z,Hard,4,hard_24_4_marks,Physics,Waves,2022-04-01T18:55:27.401Z
0,62474a9f27c89002502f0718,2022-04-01T18:55:27.403Z,Hard,4,hard_25_4_marks,Physics,Waves,2022-04-01T18:55:27.403Z
0,62474a9f27c89002502f071a,2022-04-01T18:55:27.405Z,Hard,4,hard_26_4_marks,Physics,Waves,2022-04-01T18:55:27.405Z
0,62474a9f27c89002502f071c,2022-04-01T18:55:27.407Z,Hard,4,hard_27_4_marks,Physics,Waves,2022-04-01T18:55:27.407Z
0,62474a9f27c89002502f071e,2022-04-01T18:55:27.409Z,Hard,4,hard_28_4_marks,Physics,Waves,2022-04-01T18:55:27.409Z
0,62474a9f27c89002502f0720,2022-04-01T18:55:27.411Z,Hard,4,hard_29_4_marks,Physics,Waves,2022-04-01T18:55:27.411Z
0,62474a9f27c89002502f0722,2022-04-01T18:55:27.414Z,Hard,4,hard_30_4_marks,Physics,Waves,2022-04-01T18:55:27.414Z
0,62474a9f27c89002502f0724,2022-04-01T18:55:27.417Z,Hard,4,hard_31_4_marks,Physics,Waves,2022-04-01T18:55:27.417Z
0,62474a9f27c89002502f0726,2022-04-01T18:55:27.419Z,Hard,4,hard_32_4_marks,Physics,Waves,2022-04-01T18:55:27.419Z
0,62474a9f27c89002502f0728,2022-04-01T18:55:27.422Z,Hard,4,hard_33_4_marks,Physics,Waves,2022-04-01T18:55:27.422Z
0,62474a9f27c89002502f072a,2022-04-01T18:55:27.424Z,Hard,4,hard_34_4_marks,Physics,Waves,2022-04-01T18:55:27.424Z
0,62474a9f27c89002502f072c,2022-04-01T18:55:27.426Z,Hard,4,hard_35_4_marks,Physics,Waves,2022-04-01T18:55:27.426Z
0,62474a9f27c89002502f072e,2022-04-01T18:55:27.427Z,Hard,4,hard_36_4_marks,Physics,Waves,2022-04-01T18:55:27.427Z
0,62474a9f27c89002502f0730,2022-04-01T18:55:27.429Z,Hard,4,hard_37_4_marks,Physics,Waves,2022-04-01T18:55:27.429Z
0,62474a9f27c89002502f0732,2022-04-01T18:55:27.433Z,Hard,4,hard_38_4_marks,Physics,Waves,2022-04-01T18:55:27.433Z
0,62474a9f27c89002502f0734,2022-04-01T18:55:27.435Z,Hard,4,hard_39_4_marks,Physics,Waves,2022-04-01T18:55:27.435Z
0,62474a9f27c89002502f0736,2022-04-01T18:55:27.437Z,Hard,4,hard_40_4_marks,Physics,Waves,2022-04-01T18:55:27.437Z
0,62474a9f27c89002502f0738,2022-04-01T18:55:27.439Z,Hard,4,hard_41_4_marks,Physics,Waves,2022-04-01T18:55:27.439Z
0,62474a9f27c89002502f073a,2022-04-01T18:55:27.441Z,Hard,4,hard_42_4_marks,Physics,Waves,2022-04-01T18:55:27.441Z
0,62474a9f27c89002502f073c,2022-04-01T18:55:27.442Z,Hard,4,hard_43_4_marks,Physics,Waves,2022-04-01T18:55:27.442Z
0,62474a9f27c89002502f073e,2022-04-01T18:55:27.444Z,Hard,4,hard_44_4_marks,Physics,Waves,2022-04-01T18:55:27.444Z
0,62474a9f27c89002502f0740,2022-04-01T18:55:27.447Z,Hard,4,hard_45_4_marks,Physics,Waves,2022-04-01T18:55:27.447Z
0,62474a9f27c89002502f0742,2022-04-01T18:55:27.450Z,Hard,4,hard_46_4_marks,Physics,Waves,2022-04-01T18:55:27.450Z
0,62474a9f27c89002502f0744,2022-04-01T18:55:27.452Z,Hard,4,hard_47_4_marks,Physics,Waves,2022-04-01T18:55:27.452Z
0,62474a9f27c89002502f0746,2022-04-01T18:55:27.454Z,Hard,4,hard_48_4_marks,Physics,Waves,2022-04-01T18:55:27.454Z
0,62474a9f27c89002502f0748,2022-04-01T18:55:27.456Z,Hard,4,hard_49_4_marks,Physics,Waves,2022-04-01T18:55:27.456Z
0,62474a9f27c89002502f074a,2022-04-01T18:55:27.458Z,Hard,4,hard_50_4_marks,Physics,Waves,2022-04-01T18:55:27.458Z
0,62474ac694b92a1736ca6f6f,2022-04-01T18:56:06.503Z,Hard,3,hard_1_3_marks,Physics,Waves,2022-04-01T18:56:06.503Z
0,62474ac694b92a1736ca6f71,2022-04-01T18:56:06.511Z,Hard,3,hard_2_3_marks,Physics,Waves,2022-04-01T18:56:06.511Z
0,62474ac694b92a1736ca6f73,2022-04-01T18:56:06.513Z,Hard,3,hard_3_3_marks,Physics,Waves,2022-04-01T18:56:06.513Z
0,62474ac694b92a1736ca6f75,2022-04-01T18:56:06.516Z,Hard,3,hard_4_3_marks,Physics,Waves,2022-04-01T18:56:06.516Z
0,62474ac694b92a1736ca6f77,2022-04-01T18:56:06.521Z,Hard,3,hard_5_3_marks,Physics,Waves,2022-04-01T18:56:06.521Z
0,62474ac694b92a1736ca6f79,2022-04-01T18:56:06.523Z,Hard,3,hard_6_3_marks,Physics,Waves,2022-04-01T18:56:06.523Z
0,62474ac694b92a1736ca6f7b,2022-04-01T18:56:06.526Z,Hard,3,hard_7_3_marks,Physics,Waves,2022-04-01T18:56:06.526Z
0,62474ac694b92a1736ca6f7d,2022-04-01T18:56:06.530Z,Hard,3,hard_8_3_marks,Physics,Waves,2022-04-01T18:56:06.530Z
0,62474ac694b92a1736ca6f7f,2022-04-01T18:56:06.532Z,Hard,3,hard_9_3_marks,Physics,Waves,2022-04-01T18:56:06.532Z
0,62474ac694b92a1736ca6f81,2022-04-01T18:56:06.536Z,Hard,3,hard_10_3_marks,Physics,Waves,2022-04-01T18:56:06.536Z
0,62474ac694b92a1736ca6f83,2022-04-01T18:56:06.539Z,Hard,3,hard_11_3_marks,Physics,Waves,2022-04-01T18:56:06.539Z
0,62474ac694b92a1736ca6f85,2022-04-01T18:56:06.541Z,Hard,3,hard_12_3_marks,Physics,Waves,2022-04-01T18:56:06.541Z
0,62474ac694b92a1736ca6f87,2022-04-01T18:56:06.543Z,Hard,3,hard_13_3_marks,Physics,Waves,2022-04-01T18:56:06.543Z
0,62474ac694b92a1736ca6f89,2022-04-01T18:56:06.545Z,Hard,3,hard_14_3_marks,Physics,Waves,2022-04-01T18:56:06.545Z
0,62474ac694b92a1736ca6f8b,2022-04-01T18:56:06.547Z,Hard,3,hard_15_3_marks,Physics,Waves,2022-04-01T18:56:06.547Z
0,62474ac694b92a1736ca6f8d,2022-04-01T18:56:06.550Z,Hard,3,hard_16_3_marks,Physics,Waves,2022-04-01T18:56:06.550Z
0,62474ac694b92a1736ca6f8f,2022-04-01T18:56:06.554Z,Hard,3,hard_17_3_marks,Physics,Waves,2022-04-01T18:56:06.554Z
0,62474ac694b92a1736ca6f91,2022-04-01T18:56:06.557Z,Hard,3,hard_18_3_marks,Physics,Waves,2022-04-01T18:56:06.557Z
0,62474ac694b92a1736ca6f93,2022-04-01T18:56:06.559Z,Hard,3,hard_19_3_marks,Physics,Waves,2022-04-01T18:56:06.559Z
0,62474ac694b92a1736ca6f95,2022-04-01T18:56:06.561Z,Hard,3,hard_20_3_marks,Physics,Waves,2022-04-01T18:56:06.561Z
0,62474ac694b92a1736ca6f97,2022-04-01T18:56:06.563Z,Hard,3,hard_21_3_marks,Physics,Waves,2022-04-01T18:56:06.563Z
0,62474ac694b92a1736ca6f99,2022-04-01T18:56:06.565Z,Hard,3,hard_22_3_marks,Physics,Waves,2022-04-01T18:56:06.565Z
0,62474ac694b92a1736ca6f9b,2022-04-01T18:56:06.569Z,Hard,3,hard_23_3_marks,Physics,Waves,2022-04-01T18:56:06.569Z
0,62474ac694b92a1736ca6f9d,2022-04-01T18:56:06.572Z,Hard,3,hard_24_3_marks,Physics,Waves,2022-04-01T18:56:06.572Z
0,62474ac694b92a1736ca6f9f,2022-04-01T18:56:06.574Z,Hard,3,hard_25_3_marks,Physics,Waves,2022-04-01T18:56:06.574Z
0,62474ac694b92a1736ca6fa1,2022-04-01T18:56:06.576Z,Hard,3,hard_26_3_marks,Physics,Waves,2022-04-01T18:56:06.576Z
0,62474ac694b92a1736ca6fa3,2022-04-01T18:56:06.578Z,Hard,3,hard_27_3_marks,Physics,Waves,2022-04-01T18:56:06.578Z
0,62474ac694b92a1736ca6fa5,2022-04-01T18:56:06.580Z,Hard,3,hard_28_3_marks,Physics,Waves,2022-04-01T18:56:06.580Z
0,62474ac694b92a1736ca6fa7,2022-04-01T18:56:06.582Z,Hard,3,hard_29_3_marks,Physics,Waves,2022-04-01T18:56:06.582Z
0,62474ac694b92a1736ca6fa9,2022-04-01T18:56:06.585Z,Hard,3,hard_30_3_marks,Physics,Waves,2022-04-01T18:56:06.585Z
0,62474ac694b92a1736ca6fab,2022-04-01T18:56:06.588Z,Hard,3,hard_31_3_marks,Physics,Waves,2022-04-01T18:56:06.588Z
0,62474ac694b92a1736ca6fad,2022-04-01T18:56:06.590Z,Hard,3,hard_32_3_marks,Physics,Waves,2022-04-01T18:56:06.590Z
0,62474ac694b92a1736ca6faf,2022-04-01T18:56:06.592Z,Hard,3,hard_33_3_marks,Physics,Waves,2022-04-01T18:56:06.592Z
0,62474ac694b92a1736ca6fb1,2022-04-01T18:56:06.594Z,Hard,3,hard_34_3_marks,Physics,Waves,2022-04-01T18:56:06.594Z
0,62474ac694b92a1736ca6fb3,2022-04-01T18:56:06.596Z,Hard,3,hard_35_3_marks,Physics,Waves,2022-04-01T18:56:06.596Z
0,62474ac694b92a1736ca6fb5,2022-04-01T18:56:06.598Z,Hard,3,hard_36_3_marks,Physics,Waves,2022-04-01T18:56:06.598Z
0,62474ac694b92a1736ca6fb7,2022-04-01T18:56:06.602Z,Hard,3,hard_37_3_marks,Physics,Waves,2022-04-01T18:56:06.602Z
0,62474ac694b92a1736ca6fb9,2022-04-01T18:56:06.604Z,Hard,3,hard_38_3_marks,Physics,Waves,2022-04-01T18:56:06.604Z
0,62474ac694b92a1736ca6fbb,2022-04-01T18:56:06.606Z,Hard,3,hard_39_3_marks,Physics,Waves,2022-04-01T18:56:06.606Z
0,62474ac694b92a1736ca6fbd,2022-04-01T18:56:06.608Z,Hard,3,hard_40_3_marks,Physics,Waves,2022-04-01T18:56:06.608Z
0,62474ac694b92a1736ca6fbf,2022-04-01T18:56:06.610Z,Hard,3,hard_41_3_marks,Physics,Waves,2022-04-01T18:56:06.610Z
0,62474ac694b92a1736ca6fc1,2022-04-01T18:56:06.612Z,Hard,3,hard_42_3_marks,Physics,Waves,2022-04-01T18:56:06.612Z
0,62474ac694b92a1736ca6fc3,2022-04-01T18:56:06.614Z,Hard,3,hard_43_3_marks,Physics,Waves,2022-04-01T18:56:06.614Z
0,62474ac694b92a1736ca6fc5,2022-04-01T18:56:06.616Z,Hard,3,hard_44_3_marks,Physics,Waves,2022-04-01T18:56:06.616Z
0,62474ac694b92a1736ca6fc7,2022-04-01T18:56:06.619Z,Hard,3,hard_45_3_marks,Physics,Waves,2022-04-01T18:56:06.619Z
0,62474ac694b92a1736ca6fc9,2022-04-01T18:56:06.622Z,Hard,3,hard_46_3_marks,Physics,Waves,2022-04-01T18:56:06.622Z
0,62474ac694b92a1736ca6fcb,2022-04-01T18:56:06.624Z,Hard,3,hard_47_3_marks,Physics,Waves,2022-04-01T18:56:06.624Z
0,62474ac694b92a1736ca6fcd,2022-04-01T18:56:06.626Z,Hard,3,hard_48_3_marks,Physics,Waves,2022-04-01T18:56:06.626Z
0,62474ac694b92a1736ca6fcf,2022-04-01T18:56:06.628Z,Hard,3,hard_49_3_marks,Physics,Waves,2022-04-01T18:56:06.628Z
0,62474ac694b92a1736ca6fd1,2022-04-01T18:56:06.630Z,Hard,3,hard_50_3_marks,Physics,Waves,2022-04-01T18:56:06.630Z
0,62474ac694b92a1736ca6fd3,2022-04-01T18:56:06.632Z,Hard,3,hard_51_3_marks,Physics,Waves,2022-04-01T18:56:06.632Z
0,62474ac694b92a1736ca6fd5,2022-04-01T18:56:06.634Z,Hard,3,hard_52_3_marks,Physics,Waves,2022-04-01T18:56:06.634Z
0,62474ac694b92a1736ca6fd7,2022-04-01T18:56:06.637Z,Hard,3,hard_53_3_marks,Physics,Waves,2022-04-01T18:56:06.637Z
0,62474ac694b92a1736ca6fd9,2022-04-01T18:56:06.639Z,Hard,3,hard_54_3_marks,Physics,Waves,2022-04-01T18:56:06.639Z
0,62474ac694b92a1736ca6fdb,2022-04-01T18:56:06.641Z,Hard,3,hard_55_3_marks,Physics,Waves,2022-04-01T18:56:06.641Z
0,62474ac694b92a1736ca6fdd,2022-04-01T18:56:06.643Z,Hard,3,hard_56_3_marks,Physics,Waves,2022-04-01T18:56:06.643Z
0,62474ac694b92a1736ca6fdf,2022-04-01T18:56:06.645Z,Hard,3,hard_57_3_marks,Physics,Waves,2022-04-01T18:56:06.645Z
0,62474ac694b92a1736ca6fe1,2022-04-01T18:56:06.647Z,Hard,3,hard_58_3_marks,Physics,Waves,2022-04-01T18:56:06.647Z
0,62474ac694b92a1736ca6fe3,2022-04-01T18:56:06.649Z,Hard,3,hard_59_3_marks,Physics,Waves,2022-04-01T18:56:06.649Z
0,62474ac694b92a1736ca6fe5,2022-04-01T18:56:06.652Z,Hard,3,hard_60_3_marks,Physics,Waves,2022-04-01T18:56:06.652Z
0,62474ac694b92a1736ca6fe7,2022-04-01T18:56:06.655Z,Hard,3,hard_61_3_marks,Physics,Waves,2022-04-01T18:56:06.655Z
0,62474ac694b92a1736ca6fe9,2022-04-01T18:56:06.657Z,Hard,3,hard_62_3_marks,Physics,Waves,2022-04-01T18:56:06.657Z
0,62474ac694b92a1736ca6feb,2022-04-01T18:56:06.659Z,Hard,3,hard_63_3_marks,Physics,Waves,2022-04-01T18:56:06.659Z
0,62474ac694b92a1736ca6fed,2022-04-01T18:56:06.660Z,Hard,3,hard_64_3_marks,Physics,Waves,2022-04-01T18:56:06.660Z
0,62474ac694b92a1736ca6fef,2022-04-01T18:56:06.663Z,Hard,3,hard_65_3_marks,Physics,Waves,2022-04-01T18:56:06.663Z
0,62474ac694b92a1736ca6ff1,2022-04-01T18:56:06.665Z,Hard,3,hard_66_3_marks,Physics,Waves,2022-04-01T18:56:06.665Z
0,62474ae796fa3cebd1f013b5,2022-04-01T18:56:39.381Z,Hard,2,hard_1_2_marks,Physics,Waves,2022-04-01T18:56:39.381Z
0,62474ae796fa3cebd1f013b7,2022-04-01T18:56:39.394Z,Hard,2,hard_2_2_marks,Physics,Waves,2022-04-01T18:56:39.394Z
0,62474ae796fa3cebd1f013b9,2022-04-01T18:56:39.399Z,Hard,2,hard_3_2_marks,Physics,Waves,2022-04-01T18:56:39.399Z
0,62474ae796fa3cebd1f013bb,2022-04-01T18:56:39.403Z,Hard,2,hard_4_2_marks,Physics,Waves,2022-04-01T18:56:39.403Z
0,62474ae796fa3cebd1f013bd,2022-04-01T18:56:39.406Z,Hard,2,hard_5_2_marks,Physics,Waves,2022-04-01T18:56:39.406Z
0,62474ae796fa3cebd1f013bf,2022-04-01T18:56:39.408Z,Hard,2,hard_6_2_marks,Physics,Waves,2022-04-01T18:56:39.408Z
0,62474ae796fa3cebd1f013c1,2022-04-01T18:56:39.411Z,Hard,2,hard_7_2_marks,Physics,Waves,2022-04-01T18:56:39.411Z
0,62474ae796fa3cebd1f013c3,2022-04-01T18:56:39.416Z,Hard,2,hard_8_2_marks,Physics,Waves,2022-04-01T18:56:39.416Z
0,62474ae796fa3cebd1f013c5,2022-04-01T18:56:39.419Z,Hard,2,hard_9_2_marks,Physics,Waves,2022-04-01T18:56:39.419Z
0,62474ae796fa3cebd1f013c7,2022-04-01T18:56:39.421Z,Hard,2,hard_10_2_marks,Physics,Waves,2022-04-01T18:56:39.421Z
0,62474ae796fa3cebd1f013c9,2022-04-01T18:56:39.423Z,Hard,2,hard_11_2_marks,Physics,Waves,2022-04-01T18:56:39.423Z
0,62474ae796fa3cebd1f013cb,2022-04-01T18:56:39.426Z,Hard,2,hard_12_2_marks,Physics,Waves,2022-04-01T18:56:39.426Z
0,62474ae796fa3cebd1f013cd,2022-04-01T18:56:39.428Z,Hard,2,hard_13_2_marks,Physics,Waves,2022-04-01T18:56:39.428Z
0,62474ae796fa3cebd1f013cf,2022-04-01T18:56:39.431Z,Hard,2,hard_14_2_marks,Physics,Waves,2022-04-01T18:56:39.431Z
0,62474ae796fa3cebd1f013d1,2022-04-01T18:56:39.434Z,Hard,2,hard_15_2_marks,Physics,Waves,2022-04-01T18:56:39.434Z
0,62474ae796fa3cebd1f013d3,2022-04-01T18:56:39.437Z,Hard,2,hard_16_2_marks,Physics,Waves,2022-04-01T18:56:39.437Z
0,62474ae796fa3cebd1f013d5,2022-04-01T18:56:39.439Z,Hard,2,hard_17_2_marks,Physics,Waves,2022-04-01T18:56:39.439Z
0,62474ae796fa3cebd1f013d7,2022-04-01T18:56:39.441Z,Hard,2,hard_18_2_marks,Physics,Waves,2022-04-01T18:56:39.441Z
0,62474ae796fa3cebd1f013d9,2022-04-01T18:56:39.443Z,Hard,2,hard_19_2_marks,Physics,Waves,2022-04-01T18:56:39.443Z
0,62474ae796fa3cebd1f013db,2022-04-01T18:56:39.445Z,Hard,2,hard_20_2_marks,Physics,Waves,2022-04-01T18:56:39.445Z
0,62474ae796fa3cebd1f013dd,2022-04-01T18:56:39.448Z,Hard,2,hard_21_2_marks,Physics,Waves,2022-04-01T18:56:39.448Z
0,62474ae796fa3cebd1f013df,2022-04-01T18:56:39.451Z,Hard,2,hard_22_2_marks,Physics,Waves,2022-04-01T18:56:39.451Z
0,62474ae796fa3cebd1f013e1,2022-04-01T18:56:39.454Z,Hard,2,hard_23_2_marks,Physics,Waves,2022-04-01T18:56:39.454Z
0,62474ae796fa3cebd1f013e3,2022-04-01T18:56:39.456Z,Hard,2,hard_24_2_marks,Physics,Waves,2022-04-01T18:56:39.456Z
0,62474ae796fa3cebd1f013e5,2022-04-01T18:56:39.458Z,Hard,2,hard_25_2_marks,Physics,Waves,2022-04-01T18:56:39.458Z
0,62474ae796fa3cebd1f013e7,2022-04-01T18:56:39.460Z,Hard,2,hard_26_2_marks,Physics,Waves,2022-04-01T18:56:39.460Z
0,62474ae796fa3cebd1f013e9,2022-04-01T18:56:39.461Z,Hard,2,hard_27_2_marks,Physics,Waves,2022-04-01T18:56:39.461Z
0,62474ae796fa3cebd1f013eb,2022-04-01T18:56:39.464Z,Hard,2,hard_28_2_marks,Physics,Waves,2022-04-01T18:56:39.464Z
0,62474ae796fa3cebd1f013ed,2022-04-01T18:56:39.467Z,Hard,2,hard_29_2_marks,Physics,Waves,2022-04-01T18:56:39.467Z
0,62474ae796fa3cebd1f013ef,2022-04-01T18:56:39.469Z,Hard,2,hard_30_2_marks,Physics,Waves,2022-04-01T18:56:39.469Z
0,62474ae796fa3cebd1f013f1,2022-04-01T18:56:39.472Z,Hard,2,hard_31_2_marks,Physics,Waves,2022-04-01T18:56:39.472Z
0,62474ae796fa3cebd1f013f3,2022-04-01T18:56:39.474Z,Hard,2,hard_32_2_marks,Physics,Waves,2022-04-01T18:56:39.474Z
0,62474ae796fa3cebd1f013f5,2022-04-01T18:56:39.476Z,Hard,2,hard_33_2_marks,Physics,Waves,2022-04-01T18:56:39.476Z
0,62474ae796fa3cebd1f013f7,2022-04-01T18:56:39.477Z,Hard,2,hard_34_2_marks,Physics,Waves,2022-04-01T18:56:39.477Z
0,62474ae796fa3cebd1f013f9,2022-04-01T18:56:39.479Z,Hard,2,hard_35_2_marks,Physics,Waves,2022-04-01T18:56:39.479Z
0,62474ae796fa3cebd1f013fb,2022-04-01T18:56:39.481Z,Hard,2,hard_36_2_marks,Physics,Waves,2022-04-01T18:56:39.481Z
0,62474ae796fa3cebd1f013fd,2022-04-01T18:56:39.484Z,Hard,2,hard_37_2_marks,Physics,Waves,2022-04-01T18:56:39.484Z
0,62474ae796fa3cebd1f013ff,2022-04-01T18:56:39.487Z,Hard,2,hard_38_2_marks,Physics,Waves,2022-04-01T18:56:39.487Z
0,62474ae796fa3cebd1f01401,2022-04-01T18:56:39.489Z,Hard,2,hard_39_2_marks,Physics,Waves,2022-04-01T18:56:39.489Z
0,62474ae796fa3cebd1f01403,2022-04-01T18:56:39.491Z,Hard,2,hard_40_2_marks,Physics,Waves,2022-04-01T18:56:39.491Z
0,62474ae796fa3cebd1f01405,2022-04-01T18:56:39.493Z,Hard,2,hard_41_2_marks,Physics,Waves,2022-04-01T18:56:39.493Z
0,62474ae796fa3cebd1f01407,2022-04-01T18:56:39.494Z,Hard,2,hard_42_2_marks,Physics,Waves,2022-04-01T18:56:39.494Z
0,62474ae796fa3cebd1f01409,2022-04-01T18:56:39.496Z,Hard,2,hard_43_2_marks,Physics,Waves,2022-04-01T18:56:39.496Z
0,62474ae796fa3cebd1f0140b,2022-04-01T18:56:39.499Z,Hard,2,hard_44_2_marks,Physics,Waves,2022-04-01T18:56:39.499Z
0,62474ae796fa3cebd1f0140d,2022-04-01T18:56:39.502Z,Hard,2,hard_45_2_marks,Physics,Waves,2022-04-01T18:56:39.502Z
0,62474ae796fa3cebd1f0140f,2022-04-01T18:56:39.504Z,Hard,2,hard_46_2_marks,Physics,Waves,2022-04-01T18:56:39.504Z
0,62474ae796fa3cebd1f01411,2022-04-01T18:56:39.506Z,Hard,2,hard_47_2_marks,Physics,Waves,2022-04-01T18:56:39.506Z
